"","adm0_name","adm1_id","adm1_name","adm1_pop_weight","adm2_name","adm3_name","date","policy","travel_ban_country_list","no_gathering_size","Optional","Notes","source","access_date"
"772","USA","NE","Nebraska",0.00113888917786985,NA,"Milford",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"773","USA","NE","Nebraska",0.453248325477006,NA,"Omaha",2020-03-13,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"774","USA","NE","Nebraska",0.000439676927802639,NA,"Minatare",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"775","USA","NE","Nebraska",0.00160977604948912,NA,"Minden",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"776","USA","NE","Nebraska",0.000908921170799977,NA,"Mitchell",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"777","USA","NE","Nebraska",0.000497168929570108,NA,"Morrill",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"778","USA","NE","Nebraska",0.000251322179154933,NA,"Mullen",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"779","USA","NE","Nebraska",0.00388153143361508,NA,"Nebraska City",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"780","USA","NE","Nebraska",0.000191640005891561,NA,"Orchard",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"781","USA","NE","Nebraska",0.000392588240640713,NA,"Newman Grove",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"782","USA","NE","Nebraska",0.000189449834395658,NA,"Niobrara",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"783","USA","NE","Nebraska",0.0147924182833326,NA,"Norfolk",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"784","USA","NE","Nebraska",0.000315932238284088,NA,"Firth",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"785","USA","NE","Nebraska",0.000687713849713717,NA,"North Bend",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"786","USA","NE","Nebraska",0.0133337640670609,NA,"North Platte",2020-03-13,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"787","USA","NE","Nebraska",0.000647743219913477,NA,"Oakland",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"788","USA","NE","Nebraska",0.00232048669990982,NA,"Ogallala",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"789","USA","NE","Nebraska",0.453248325477006,NA,"Omaha",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"790","USA","NE","Nebraska",0.00197717731792694,NA,"O'Neill",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"791","USA","NE","Nebraska",0.0011514826639713,NA,"Ord",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"792","USA","NE","Nebraska",0.000473624585989144,NA,"Osceola",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"793","USA","NE","Nebraska",0.000410109612607941,NA,"Osmond",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"794","USA","NE","Nebraska",0.000312099438166257,NA,"Overton",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"795","USA","NE","Nebraska",0.000261177950886499,NA,"Palmer",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"796","USA","NE","Nebraska",0.000308266638048426,NA,"Palmyra",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"797","USA","NE","Nebraska",0.0106984402146149,NA,"Papillion",2020-03-12,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"798","USA","NE","Nebraska",0.000451175328156133,NA,"Pawnee City",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"799","USA","NE","Nebraska",0.000272128808366017,NA,"Paxton",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"800","USA","NE","Nebraska",0.000602297161373479,NA,"Pender",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"801","USA","NE","Nebraska",0.000613248018852996,NA,"Grant",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"802","USA","NE","Nebraska",0.000946701629104313,NA,"Pierce",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"803","USA","NE","Nebraska",0.000654861277275164,NA,"Plainview",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"804","USA","NE","Nebraska",0.00358312056729822,NA,"Plattsmouth",2020-03-09,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"805","USA","NE","Nebraska",0.000189997377269634,NA,"Pleasanton",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"806","USA","NE","Nebraska",0.000510857501419505,NA,"Ponca",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"807","USA","NE","Nebraska",0.000175213719672285,NA,"Potter",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"808","USA","NE","Nebraska",0.0040151318948652,NA,"Ralston",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"809","USA","NE","Nebraska",0.000499359101066011,NA,"Randolph",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"810","USA","NE","Nebraska",0.000751776365968896,NA,"Ravenna",2020-03-09,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"811","USA","NE","Nebraska",0.000100200345937588,NA,"Raymond",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"812","USA","NE","Nebraska",0.000506477158427698,NA,"Red Cloud",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"813","USA","NE","Nebraska",0.000245299207541199,NA,"Spalding",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"814","USA","NE","Nebraska",0.000314837152536136,NA,"Bassett",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"815","USA","NE","Nebraska",5.69444588934925e-05,NA,"Dunning",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"816","USA","NE","Nebraska",0.0002770566942318,NA,"Sargent",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"817","USA","NE","Nebraska",0.00342542821959316,NA,"Schuyler",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"818","USA","NE","Nebraska",0.0140510452319693,NA,"Scottsbluff",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"819","USA","NE","Nebraska",0.000449532699534205,NA,"Scribner",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"820","USA","NE","Nebraska",0.00374683588661701,NA,"Seward",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"821","USA","NE","Nebraska",0.000387112811900954,NA,"Shelby",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"822","USA","NE","Nebraska",0.000580942989288419,NA,"Shelton",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"823","USA","NE","Nebraska",0.00341885770510545,NA,"Sidney",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"824","USA","NE","Nebraska",0.000145098861603611,NA,"Roseland",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"825","USA","NE","Nebraska",0.000125934861014455,NA,"Harrison",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"826","USA","NE","Nebraska",0.000202043320497103,NA,"Fairfield",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"827","USA","NE","Nebraska",0.000213541720850597,NA,"Big Springs",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"828","USA","NE","Nebraska",0.000757799337582631,NA,"Wymore",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"829","USA","NE","Nebraska",0.000412847326977821,NA,"Oxford",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"830","USA","NE","Nebraska",0.000147289033099514,NA,"Bartley",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"831","USA","NE","Nebraska",0.000877711226983351,NA,"Springfield",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"832","USA","NE","Nebraska",0.00128234541085153,NA,"St. Paul",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"833","USA","NE","Nebraska",0.000833360254191304,NA,"Stanton",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"834","USA","NE","Nebraska",0.000254059893524813,NA,"Sterling",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"835","USA","NE","Nebraska",0.000319765038401919,NA,"Stuart",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"836","USA","NE","Nebraska",0.000123197146644575,NA,"Sumner",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"837","USA","NE","Nebraska",0.00101952483134311,NA,"Superior",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"838","USA","NE","Nebraska",0.000736992708371547,NA,"Sutherland",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"839","USA","NE","Nebraska",0.000782438766911546,NA,"Sutton",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"840","USA","NE","Nebraska",0.00108687260484214,NA,"Syracuse",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"841","USA","NE","Nebraska",0.000943416371860458,NA,"Tekamah",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"842","USA","NE","Nebraska",0.000827337282577569,NA,"Hebron",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"843","USA","NE","Nebraska",0.00011991188940072,NA,"Thedford",2020-03-19,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"844","USA","NE","Nebraska",0.00052345098752095,NA,"Genoa",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"845","USA","NE","Nebraska",0.000546447788227938,NA,"Macy",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"846","USA","NE","Nebraska",0.0015101232464255,NA,"Valentine",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"847","USA","NE","Nebraska",0.00241575915998162,NA,"Wahoo",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"848","USA","NE","Nebraska",0.000763822309196366,NA,"Wakefield",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"849","USA","NE","Nebraska",0.000191092463017585,NA,"Wallace",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"850","USA","NE","Nebraska",0.000435844127684808,NA,"Walthill",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"851","USA","NE","Nebraska",0.000314289609662161,NA,"Wauneta",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"852","USA","NE","Nebraska",0.000323050295645775,NA,"Wausa",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"853","USA","NE","Nebraska",0.00200893480461754,NA,"Waverly",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"854","USA","NE","Nebraska",0.00295344626222595,NA,"Wayne",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"855","USA","NE","Nebraska",0.000590251218146009,NA,"Weeping Water",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"856","USA","NE","Nebraska",0.000684976135343838,NA,"Atkinson",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"857","USA","NE","Nebraska",0.00172804531026791,NA,"West Point",2020-03-18,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"858","USA","NE","Nebraska",0.00102828551732672,NA,"Wilber",2020-03-17,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"859","USA","NE","Nebraska",0.00019054492014361,NA,"Wilcox",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
"860","USA","NE","Nebraska",0.000430368698945049,NA,"Winnebago",2020-03-16,"school_closure",NA,NA,"N",NA,"https://www.edweek.org/ew/section/multimedia/map-coronavirus-and-school-closures.html",2020-03-25
